novel_name,author,novelurl,serialstatus,serialnumber,category,collects,reviews
丑颜嫡女,顾小丫,http://www.xxsy.net/info/429362.html,已完成,732561,穿越,0,86196783
盛世医妃,凤轻,http://www.xxsy.net/info/689179.html,已完成,2833855,穿越,3368,84427796
穿越种田之旺家小农女,后情,http://www.xxsy.net/info/697689.html,已完成,1249509,穿越,177,79714865
重生空间之田园医女,凌七七,http://www.xxsy.net/info/770457.html,已完成,2217379,穿越,169,71673806
锦绣良缘之北地王妃,懒语,http://www.xxsy.net/info/794970.html,已完成,1009926,穿越,303,71237023
一生一世笑苍穹,惑乱江山,http://www.xxsy.net/info/621278.html,已完成,3359068,穿越,935,70478880
阴婚不散之鬼夫太强横,妖凰,http://www.xxsy.net/info/791788.html,已完成,1137806,灵异,241,57541717
我的黑无常君,律儿,http://www.xxsy.net/info/799264.html,已完成,1010684,灵异,171,27964219
冥媒正娶之妖妻太撩人,妖凰,http://www.xxsy.net/info/838588.html,已完成,1381976,灵异,155,9470019
公子请别红烧我,之子于归兮,http://www.xxsy.net/info/804910.html,已完成,461092,仙侠,81,3460347
仙色无边,卜欢,http://www.xxsy.net/info/640548.html,连载中,395431,仙侠,0,3190435
楚家有女初修仙,雅萱,http://www.xxsy.net/info/798649.html,已完成,773630,仙侠,0,3053129
绝恋仙魔之独宠妖后,董儿,http://www.xxsy.net/info/753068.html,已完成,268360,仙侠,0,2242181
上仙怀里来,漠娟,http://www.xxsy.net/info/822684.html,已完成,521594,仙侠,80,1304328
伏魔仙妃,不言成说,http://www.xxsy.net/info/806700.html,已完成,329477,仙侠,0,1231825
女配重生之捡个仙尸相公,小姐大人R,http://www.xxsy.net/info/900005.html,连载中,315944,仙侠,175,1155860
悍宠之鬼手医仙,荒漠豆豆,http://www.xxsy.net/info/837210.html,已完成,346632,仙侠,0,1090298
重生末世之嗜血天凰,井上一醉,http://www.xxsy.net/info/793937.html,已完成,382100,科幻,81,8713126
机甲时代之美食革命,冷家小妞,http://www.xxsy.net/info/801103.html,已完成,910018,科幻,92,8660446
重生之名流奸商,月间的哞哞,http://www.xxsy.net/info/788503.html,已完成,501733,科幻,109,8338941
机甲之金牌大师,灼颜,http://www.xxsy.net/info/801951.html,已完成,884202,科幻,94,3509459
星际之美人凶猛,非常特别,http://www.xxsy.net/info/796110.html,已完成,733198,科幻,105,2970734
星际变态征程,卿卿若渊,http://www.xxsy.net/info/859406.html,连载中,1293276,科幻,235,2755968
末世之唐门药师,言瑕,http://www.xxsy.net/info/778322.html,已完成,435364,科幻,80,2267935
职场有染,小店不打烊,http://www.xxsy.net/info/802456.html,已完成,434128,职场,81,2035069
枭宠女总编,锋云,http://www.xxsy.net/info/808994.html,已完成,506092,职场,0,255738
职场潜规则之女王崛起,久陌离,http://www.xxsy.net/info/864131.html,已完成,413277,职场,0,136522
上司夺爱之不争朝夕,羽鸿,http://www.xxsy.net/info/862657.html,已完成,202451,职场,0,116338
甜宠之招来惹烦女友,珈瑚,http://www.xxsy.net/info/850358.html,连载中,414391,职场,0,33801
学霸你女朋友掉了,听听雨夜,http://www.xxsy.net/info/830987.html,已完成,1613402,校园,270,13548691
驯化叫兽小妻太萌腐,长袖扇舞,http://www.xxsy.net/info/805552.html,已完成,768591,校园,105,8411865
冰山教授诱妻入怀,北堇,http://www.xxsy.net/info/846676.html,已完成,519048,校园,84,6628306
洛少请滚开,木瑾,http://www.xxsy.net/info/803610.html,已完成,413848,校园,0,5092783
竹马诱妻之教授很腹黑,许溪陌,http://www.xxsy.net/info/833960.html,已完成,506394,校园,80,4541004
暖心宝贝,舒童,http://www.xxsy.net/info/861200.html,已完成,388112,校园,82,3616858
痞妻难惹之男神我罩你,夏七天,http://www.xxsy.net/info/819298.html,已完成,206837,校园,0,3594268
霸道恶少爱上纯情少女,冰残零度伤,http://www.xxsy.net/info/796462.html,已完成,100537,校园,0,3407357
腹黑团长小娇妻,泛红甜言,http://www.xxsy.net/info/448811.html,已完成,133851,短篇,84,11166092
一夜弃妃,唐梦若影,http://www.xxsy.net/info/189870.html,已完成,167911,短篇,0,6101828
替妃弃宠,唐梦若影,http://www.xxsy.net/info/173818.html,已完成,152424,短篇,0,5020787
萌宝来袭,现代童话,http://www.xxsy.net/info/277365.html,已完成,156753,短篇,0,3919624
律师皇后之宇轩续篇,淡漠的紫色,http://www.xxsy.net/info/113475.html,已完成,108301,短篇,0,3179800
重生之神探驸马请上榻,陶夭夭,http://www.xxsy.net/info/826594.html,已完成,2055304,悬疑,422,8249193
王牌探长坑妻忙,悠悠晓杰,http://www.xxsy.net/info/825725.html,已完成,1569533,悬疑,100,7181840
致命案件之教授太凶残,昔拉,http://www.xxsy.net/info/796631.html,已完成,786532,悬疑,80,4810857
傲娇神探妙法医,叫我懒懒,http://www.xxsy.net/info/806744.html,已完成,365429,悬疑,81,4331319
七十八号死亡档案,今苏,http://www.xxsy.net/info/772098.html,已完成,619408,悬疑,88,4193694
管理官的重生法医娇妻,紫色的琉璃,http://www.xxsy.net/info/813271.html,已完成,907857,悬疑,87,4029926
重生之鬼眼神探,鬼家小妖,http://www.xxsy.net/info/806765.html,已完成,697766,悬疑,0,2967274
重生之国民男神,水千澈,http://www.xxsy.net/info/704775.html,已完成,2655610,异能,330,104976178
末世重生之尸王宠悍妻,一襟晚照,http://www.xxsy.net/info/787615.html,已完成,1727115,异能,191,95159631
国师重生在现代,刘瑾瑜,http://www.xxsy.net/info/787643.html,连载中,1346910,异能,201,88703129
溺宠之绝色毒医,公子安爷,http://www.xxsy.net/info/783927.html,连载中,3694446,异能,483,74581759
重生之左暖右爱,东木禾,http://www.xxsy.net/info/773286.html,已完成,1848202,异能,157,68260432
媚爱,唐梦若影,http://www.xxsy.net/info/753857.html,已完成,1039468,穿越,318,70417235
宠妻无度——金牌相公,幻樱雪馨,http://www.xxsy.net/info/430776.html,已完成,489769,穿越,0,69497813
携子改嫁之本王求包养,夜眸染白,http://www.xxsy.net/info/784868.html,已完成,643555,穿越,0,67280722
重生王爷穿越妃,明熙尔尔,http://www.xxsy.net/info/791642.html,已完成,1032798,穿越,102,66783300
盛宠之名门医女,乱莲,http://www.xxsy.net/info/705558.html,已完成,1938350,穿越,311,66136062
逃嫁新娘,酒壑盛人,http://www.xxsy.net/info/61897.html,已完成,553964,历史,0,22807862
唐歌,潇湘冬儿,http://www.xxsy.net/info/52358.html,已完成,304370,历史,0,7425808
和亲傻后,越江天,http://www.xxsy.net/info/284347.html,已完成,222996,历史,0,6908205
王府门前桃花多,御疏离,http://www.xxsy.net/info/484542.html,已完成,574635,历史,0,6761617
庄亲王福晋,紫狐血,http://www.xxsy.net/info/741754.html,已完成,544780,历史,85,5753012
我的长孙皇后,素馨小花,http://www.xxsy.net/info/453982.html,已完成,1888922,历史,100,5329572
豪门重生之妇贵逼人,恩很宅,http://www.xxsy.net/info/790887.html,已完成,3635080,豪门,1425,155224393
顾先深的闪婚贵妻,菜卷泪,http://www.xxsy.net/info/748754.html,已完成,1175483,豪门,402,125614345
豪门重生之暖爱成婚,大雪人,http://www.xxsy.net/info/778326.html,已完成,1964300,豪门,261,116388599
豪门暖媳,浮光锦,http://www.xxsy.net/info/750785.html,已完成,1624535,豪门,390,94622976
闪婚之爱你无法无天,凹凸蛮,http://www.xxsy.net/info/764617.html,已完成,970076,豪门,116,88446305
阴缘再续之鬼夫来袭,惠风和畅,http://www.xxsy.net/info/803825.html,已完成,1039438,灵异,102,9353357
误惹鬼夫之阴婚缠上身,紫萱zixuan,http://www.xxsy.net/info/818839.html,已完成,507414,灵异,98,8207189
通灵阴师之难训鬼夫,凤媛晨,http://www.xxsy.net/info/798622.html,已完成,480964,灵异,80,6545828
尸王霸妻上瘾,琉璃清月,http://www.xxsy.net/info/804290.html,已完成,961526,灵异,80,5841988
鬼夫大人好凶猛,一醉红颜,http://www.xxsy.net/info/823864.html,已完成,411458,灵异,93,4082003
通灵少女之冥界御鬼师,枖儿,http://www.xxsy.net/info/793450.html,已完成,418731,灵异,80,3993198
文物修复处记事,宫暮雪,http://www.xxsy.net/info/816611.html,已完成,510338,灵异,96,3309935
鬼女天师之阴界招夫,易姜,http://www.xxsy.net/info/802986.html,已完成,520000,灵异,0,3285752
冥王大人的鬼眼新娘,心爱梦,http://www.xxsy.net/info/830662.html,已完成,564872,灵异,0,3074171
傲风,风行烈,http://www.xxsy.net/info/207080.html,连载中,2737504,玄幻,0,223304730
凤临之妖王滚下榻,战西野,http://www.xxsy.net/info/611668.html,已完成,4067332,玄幻,746,105140957
神医废材妃,连玦,http://www.xxsy.net/info/636952.html,已完成,4218950,玄幻,1194,95799302
云狂,风行烈,http://www.xxsy.net/info/173780.html,已完成,805262,玄幻,0,82349220
仙狐来袭之掌门请接招,知若,http://www.xxsy.net/info/831429.html,已完成,359085,仙侠,0,950584
锦绣仙途之天命贵女,墨染邪,http://www.xxsy.net/info/790253.html,已完成,721556,仙侠,0,834327
拽狐暖尊之妖圣归来,聂曦光,http://www.xxsy.net/info/809508.html,已完成,417554,仙侠,83,796124
徒儿，咱不谈情,云乐,http://www.xxsy.net/info/887749.html,已完成,1020403,仙侠,113,669676
九州仙途之家有仙妻,知识分子,http://www.xxsy.net/info/799577.html,已完成,959617,仙侠,0,611879
萌宠难养凤帝好无奈,枫雪湮,http://www.xxsy.net/info/799526.html,已完成,95488,仙侠,0,578303
炽心,血染阡陌,http://www.xxsy.net/info/584900.html,已完成,208007,仙侠,0,455071
妖娆召唤师,翦羽,http://www.xxsy.net/info/353218.html,已完成,6231000,魔幻,896,44705943
天才召唤师,若雪三千,http://www.xxsy.net/info/327283.html,已完成,4124971,魔幻,304,32220571
废材妖孽之至尊召唤师,无悔抉择,http://www.xxsy.net/info/526134.html,连载中,443958,魔幻,0,27679830
恶魔很倾城,九条尾巴的猫妖,http://www.xxsy.net/info/391197.html,已完成,3083764,魔幻,106,20657456
冷酷魔医少夫人,依然悠然,http://www.xxsy.net/info/476529.html,已完成,1037830,魔幻,128,19380537
"蜜恋,豪门小贵妻",加密,http://www.xxsy.net/info/528971.html,已完成,438005,青春,0,52692586
腹黑邪少，骗子老婆往哪逃,心唯,http://www.xxsy.net/info/505832.html,已完成,401431,青春,0,41095795
暖妻在手狂妄爷有,九序,http://www.xxsy.net/info/733542.html,已完成,1594209,青春,88,32554721
重生星际空间女皇,媚心狂,http://www.xxsy.net/info/861669.html,已完成,1794601,科幻,80,1380748
丧尸女王之纵横末世,蝶舞小桃,http://www.xxsy.net/info/803965.html,连载中,138628,科幻,0,1230561
末世军少撩宠重生妻,纵情寻欢,http://www.xxsy.net/info/901989.html,连载中,234108,科幻,0,902748
末世可餐之圈宠小娇妻,墨重华,http://www.xxsy.net/info/893846.html,连载中,869339,科幻,437,886884
网游之暗卫大人别抓我,小董姑娘,http://www.xxsy.net/info/808185.html,已完成,447091,科幻,0,869757
半兽女王之最强机甲师,疯狂欧酱,http://www.xxsy.net/info/878080.html,连载中,1114293,科幻,180,836723
重生之末世凰途,画船听雨,http://www.xxsy.net/info/710104.html,连载中,156527,科幻,0,814999
星际壕婚：怂妻猖狂,泉青叶,http://www.xxsy.net/info/882123.html,连载中,1369380,科幻,181,771887
钻石闪婚之溺宠小娇妻,花间妖,http://www.xxsy.net/info/732012.html,已完成,2432497,都市,614,116268643
爱妻入骨之盛婚厚爱,叶清欢,http://www.xxsy.net/info/678387.html,已完成,1968134,都市,294,94202232
豪门隐婚之叶少难防,灯盏香客,http://www.xxsy.net/info/755146.html,已完成,1258545,都市,212,88525679
毒后归来之家有暴君,顾轻狂,http://www.xxsy.net/info/759701.html,已完成,2654740,架空,241,123950310
欣然微笑,潞梦芊,http://www.xxsy.net/info/817497.html,已完成,95011,职场,0,26901
女王家的后现代生活,杨小树,http://www.xxsy.net/info/866773.html,已完成,100020,职场,0,18991
小妖追夫记,慢慢,http://www.xxsy.net/info/867162.html,已完成,25883,职场,0,14235
跳槽,途坦坦,http://www.xxsy.net/info/898498.html,连载中,225296,职场,0,11096
弥曼花开,月落无啼,http://www.xxsy.net/info/866672.html,连载中,110951,职场,0,8191
你妈决定让你嫁给我,醉潇遥,http://www.xxsy.net/info/916917.html,连载中,73645,职场,0,7519
金牌天音,艾叶凌,http://www.xxsy.net/info/828055.html,连载中,14398,职场,0,6800
重生之逆袭学霸,多啦,http://www.xxsy.net/info/793155.html,连载中,117036,校园,0,2731654
学妹我们在一起吧,张豆豆,http://www.xxsy.net/info/801965.html,已完成,424515,校园,0,2357106
撩倒学霸男神,狐尾潇潇,http://www.xxsy.net/info/870755.html,已完成,1496152,校园,540,2048655
霸酷校草赖上天才校花,蓝雕,http://www.xxsy.net/info/808772.html,已完成,502755,校园,80,1987583
撩妹入怀痞夫难防,玖月心久,http://www.xxsy.net/info/847792.html,已完成,533721,校园,83,1789368
圣羽学院,残烛染光,http://www.xxsy.net/info/809323.html,连载中,209448,校园,0,1550977
大神争宠记,兰才,http://www.xxsy.net/info/427264.html,已完成,322469,校园,0,1531006
煞王傻妻,云中来,http://www.xxsy.net/info/437107.html,连载中,68584,短篇,0,2894856
爱丽丝学园之日奈森亚梦,凋落墨羽毛,http://www.xxsy.net/info/559043.html,连载中,22436,短篇,0,2347692
虐妃殇,明千晓,http://www.xxsy.net/info/177430.html,已完成,67213,短篇,0,1441085
恶少独宠顽劣妻,今十三,http://www.xxsy.net/info/423850.html,已完成,115534,短篇,0,1306026
神探毒后,苏长轻,http://www.xxsy.net/info/815033.html,已完成,536049,悬疑,0,2140735
重生法医之小妾不好惹,诸葛晓由,http://www.xxsy.net/info/784108.html,已出版,682485,悬疑,0,1549070
宠婚之纨绔妙探妻,柒豆,http://www.xxsy.net/info/822606.html,已完成,485935,悬疑,0,1292112
悬情蜜爱之暖妻神探,今时,http://www.xxsy.net/info/829373.html,连载中,721222,悬疑,80,1007867
此婚有毒,朕要雨露均沾,http://www.xxsy.net/info/898385.html,已完成,384949,悬疑,107,359892
萌夫在上：灵妻，等等我,小栾,http://www.xxsy.net/info/877143.html,连载中,1227030,悬疑,80,320133
妖孽摄政王的神探妻,紫雾蝶轩,http://www.xxsy.net/info/770445.html,已完成,41956,悬疑,0,220932
重生之鬼眼神算,乐悠悠,http://www.xxsy.net/info/618242.html,已完成,1727599,异能,133,63497673
重生之王者时代,澄夏,http://www.xxsy.net/info/771630.html,已完成,1435250,异能,176,60125814
重生之商女崛起,闷神,http://www.xxsy.net/info/554652.html,已完成,2400875,异能,202,55133095
重生之霸婚军门冷妻,依然简单,http://www.xxsy.net/info/801220.html,已完成,1162071,异能,330,54501728
重生之天定贵女,萧落烟,http://www.xxsy.net/info/780262.html,连载中,1314121,异能,88,53020237
首长的萌狐妖妻,李尽欢,http://www.xxsy.net/info/537757.html,已完成,1657647,异能,120,51841654
灵眼萌妻是神医,小小夭,http://www.xxsy.net/info/774815.html,已完成,1900434,异能,251,51566321
穿越之大佐请离我远点,画屏幽,http://www.xxsy.net/info/311636.html,连载中,255046,历史,0,3853322
婚后霸占娇妻,清风恋飘雪,http://www.xxsy.net/info/753859.html,已完成,2233943,豪门,110,84816110
豪门盛婚之千亿暖媳,洛檬萱,http://www.xxsy.net/info/798472.html,已完成,1058915,豪门,161,79090945
钻石暗婚之温宠入骨,九九公子,http://www.xxsy.net/info/755954.html,已完成,2209288,豪门,147,69461140
霸婚之溺爱甜妻,盛夏采薇,http://www.xxsy.net/info/762433.html,已完成,1391783,豪门,322,64362492
至尊豪门之极品狂妻,叶苒,http://www.xxsy.net/info/729244.html,已完成,1892547,豪门,215,60784319
军门密爱之七少的爱妻,月初姣姣,http://www.xxsy.net/info/813276.html,已完成,1813143,豪门,527,54536114
病少枭宠纨绔军妻,萤夏,http://www.xxsy.net/info/778356.html,连载中,3588556,豪门,496,50962373
夜半冥婚之鬼夫萌萌哒,南城明月,http://www.xxsy.net/info/787989.html,连载中,47386,灵异,0,2746485
夫人鬼夫来接你了,薄荷糖茶香,http://www.xxsy.net/info/806909.html,已完成,316716,灵异,81,2693965
渡灵鬼使驯阴夫,金禾,http://www.xxsy.net/info/802143.html,已完成,516561,灵异,80,2553294
鬼夫萌妻之夫人请回家,非珏,http://www.xxsy.net/info/792963.html,已完成,488928,灵异,0,2441225
阴阳师大人,韩江夏,http://www.xxsy.net/info/799959.html,已完成,582283,灵异,80,2104806
鬼夫撩妻太忙,桃枝妖妖,http://www.xxsy.net/info/842452.html,已完成,1012316,灵异,84,2003528
鬼眼少女之恶夫缠身,何如薄幸,http://www.xxsy.net/info/804659.html,已完成,781038,灵异,0,1371368
废材重生之彪悍女君,公子陌,http://www.xxsy.net/info/616212.html,已完成,2112355,玄幻,332,62787482
鬼医圣手,火龙汐,http://www.xxsy.net/info/588964.html,已完成,2140152,玄幻,828,55287833
天道至尊驱魔师,绯月天歌,http://www.xxsy.net/info/636965.html,已完成,3085943,玄幻,742,52085228
废材纨绔之腹黑邪妃,柒月甜,http://www.xxsy.net/info/651083.html,已完成,4413622,玄幻,888,45261068
天下无双：王妃太嚣张,处雨潇湘,http://www.xxsy.net/info/512653.html,已完成,2902380,玄幻,1885,45025166
医手遮天,慕璎珞,http://www.xxsy.net/info/380188.html,已完成,3019434,玄幻,335,44740803
驭灵女盗,翦羽,http://www.xxsy.net/info/582730.html,已完成,4049759,玄幻,3432,44506081
盛世风华,无意宝宝,http://www.xxsy.net/info/335176.html,已完成,1289252,魔幻,188,19113626
极品悍女六小姐,潇潇慕雨,http://www.xxsy.net/info/343154.html,已完成,1053010,魔幻,192,16303847
绝世风华之至尊召唤师,秋流,http://www.xxsy.net/info/549325.html,已完成,1503688,魔幻,86,16013140
异世墨莲,炽小妖,http://www.xxsy.net/info/452722.html,已完成,3246539,魔幻,291,14808970
倾城元素师,茶靡月儿,http://www.xxsy.net/info/461883.html,已完成,814214,魔幻,86,14115944
至尊废才狂小姐,若雪三千,http://www.xxsy.net/info/472619.html,已完成,3385188,魔幻,116,14026349
狂凤驭兽：极品废材小姐,冰伊可可,http://www.xxsy.net/info/345441.html,已完成,838575,魔幻,92,13479075
邪冰傲天,墨邪尘,http://www.xxsy.net/info/315902.html,已完成,1102813,魔幻,132,13053555
天纵：废材狂女可翻天,枫飘雪,http://www.xxsy.net/info/367436.html,已完成,1641272,魔幻,125,10528521
网游之暮暮倾城,左漫,http://www.xxsy.net/info/469796.html,连载中,128675,青春,0,20138744
青春制暖（永久免费）,西子情,http://www.xxsy.net/info/770121.html,连载中,207470,青春,0,18401715
恶魔的囚禁,夏日弥凉,http://www.xxsy.net/info/612089.html,已完成,258979,青春,0,10765280
爱你，从第一眼开始,悠伤的夏秋,http://www.xxsy.net/info/423221.html,已完成,265743,青春,0,10187203
"大神,好想大声说爱你",兰才,http://www.xxsy.net/info/548526.html,已完成,305913,青春,0,10111325
霸道少爷恋上我,爹孩儿是受,http://www.xxsy.net/info/129129.html,已完成,409284,青春,0,8451326
上错竹马：萌妻来袭,长袖扇舞,http://www.xxsy.net/info/494285.html,已完成,1341507,青春,83,7230935
天才少女玩转贵族校园,天使薰,http://www.xxsy.net/info/174336.html,已完成,157302,青春,0,7118705
爱上恶魔王子,轩辕非想,http://www.xxsy.net/info/49424.html,已完成,517783,青春,0,6443032
重生网王遇前夫,泉青叶,http://www.xxsy.net/info/408722.html,已完成,588732,青春,0,5860044
皇后驾到之盛宠豪门,李尽欢,http://www.xxsy.net/info/782967.html,已完成,1616864,都市,163,72219174
萌嫁豪门之甜品小妻,海鸥,http://www.xxsy.net/info/763479.html,已完成,1246104,都市,246,72063623
豪门暖婚之娇妻请负责,文若曦,http://www.xxsy.net/info/797919.html,已完成,1730883,都市,1116,71934076
先婚厚爱,莫萦,http://www.xxsy.net/info/411530.html,已完成,1151588,都市,268,65661626
婚宠之枭妻霸爱,落风一夜,http://www.xxsy.net/info/560602.html,已完成,2895413,都市,443,63701892
豪门总裁的弃妻,芳草天使,http://www.xxsy.net/info/414274.html,已完成,264848,都市,0,63658617
豪门长媳：老公，我要离婚！,淼渺,http://www.xxsy.net/info/323298.html,已完成,757871,都市,109,61686075
暖婚之佳妻有色,叶清欢,http://www.xxsy.net/info/806788.html,已完成,837890,都市,230,56145313
这个夏天很多情,公子小冰,http://www.xxsy.net/info/801263.html,连载中,37393,职场,0,5772
茉莉花微开,叶小婷,http://www.xxsy.net/info/912712.html,连载中,92227,职场,0,5671
误闯婚宴总裁的呆萌妻,帷裳,http://www.xxsy.net/info/820976.html,连载中,5349,职场,0,5555
天才学神养渣成妻,上官焰心,http://www.xxsy.net/info/848055.html,连载中,1011388,校园,81,1352154
暖男学霸的高能女学神,偷懒的西瓜,http://www.xxsy.net/info/833991.html,已完成,199322,校园,0,1307389
劫色成瘾：一品神探夫人,水洛卿,http://www.xxsy.net/info/752950.html,连载中,766174,悬疑,80,152643
师爷请从良,予初,http://www.xxsy.net/info/849797.html,连载中,356906,悬疑,0,142370
盛宠神探世子妃,不眠春,http://www.xxsy.net/info/870715.html,已完成,115081,悬疑,0,106419
校园重生之纨绔古药医,醉卧兰若,http://www.xxsy.net/info/681701.html,已完成,1062221,异能,401,46445544
重生之商门千金,第五轻狂,http://www.xxsy.net/info/697662.html,已完成,1384262,异能,233,46143944
重生之国民影后,菩提馋,http://www.xxsy.net/info/789635.html,已完成,800891,异能,80,43326532
重生之女王酷酷萌萌哒,爱在重逢时,http://www.xxsy.net/info/741246.html,已完成,1421417,异能,193,42638453
空间之弃妇良田,福星儿,http://www.xxsy.net/info/789082.html,已完成,1962529,异能,195,41425614
豪门重生盛世闲女,一路烦花,http://www.xxsy.net/info/822125.html,已完成,1604818,异能,780,41385960
重生之千金传奇,一顾相宜,http://www.xxsy.net/info/713714.html,已完成,3430067,异能,887,38824412
至尊来袭之甜妻要翻天,半杯温水,http://www.xxsy.net/info/778507.html,已完成,909967,异能,81,37934687
豪门权妇,紫魂,http://www.xxsy.net/info/557977.html,已完成,2843528,豪门,1480,50514558
豪门军少密爱成瘾,落风一夜,http://www.xxsy.net/info/809547.html,已完成,2875893,豪门,984,49456072
权少的至尊狂妻,解语杉,http://www.xxsy.net/info/761455.html,已完成,712580,豪门,92,49329110
"豪门盛宠,宠妻无边",青青子期,http://www.xxsy.net/info/437730.html,已完成,219401,豪门,0,47728196
名门二婚追尾总裁,听晰,http://www.xxsy.net/info/789866.html,已完成,3301028,豪门,158,42581763
霸宠一换脸新娘,五月紫丁香,http://www.xxsy.net/info/787664.html,已完成,1066986,豪门,93,41662145
重生豪门继女,安想然,http://www.xxsy.net/info/781680.html,已完成,519655,豪门,98,36527709
豪门第一长媳,竹玉儿,http://www.xxsy.net/info/568788.html,已完成,873055,豪门,0,35541023
鬼王的炸毛妻,埃文,http://www.xxsy.net/info/822716.html,已完成,361207,灵异,0,1103019
邪医紫后,绝世启航,http://www.xxsy.net/info/609010.html,已完成,1725308,玄幻,550,37854397
卿本黑萌之妖妃来袭,水千澈,http://www.xxsy.net/info/553797.html,已完成,2173392,玄幻,881,35835019
至尊狂妻,猫猫寶貝,http://www.xxsy.net/info/401759.html,已完成,6609145,玄幻,309,33949631
天才狂妃,冰伊可可,http://www.xxsy.net/info/403749.html,已完成,1229415,玄幻,150,33443240
都市之最强女王,紫雨漪漪,http://www.xxsy.net/info/700336.html,已完成,1132138,玄幻,158,33109467
绝世神医之逆天魔妃,荨秣泱泱,http://www.xxsy.net/info/829057.html,已完成,4246841,玄幻,14072,32933444
战王鬼妃,九条尾巴的猫妖,http://www.xxsy.net/info/600615.html,已完成,721200,玄幻,365,31949855
逆天邪主,日辰睡莲,http://www.xxsy.net/info/291291.html,已完成,1485575,玄幻,0,30950823
淋漓天下,江淋漓,http://www.xxsy.net/info/326253.html,已完成,530020,魔幻,0,9182955
至尊邪风,冰伊可可,http://www.xxsy.net/info/465349.html,已完成,1409066,魔幻,188,8093679
墨雪倾天,泡泡喵,http://www.xxsy.net/info/416936.html,已完成,249464,魔幻,0,7648790
异世流云,落花幽若,http://www.xxsy.net/info/411813.html,已完成,1738850,魔幻,224,7275474
鬼颜之废材狂妻,火邪帝,http://www.xxsy.net/info/566229.html,已完成,401252,魔幻,0,6944944
网王之紫梦,欣夏天,http://www.xxsy.net/info/477569.html,已完成,206383,青春,0,5775986
极品总裁赖上你,椹柔辰月,http://www.xxsy.net/info/551059.html,已完成,325712,青春,0,5474242
网王之杀手重生,慕容蝶舞,http://www.xxsy.net/info/148956.html,已完成,442658,青春,0,5430250
腹黑大叔拐妻记,慕桃,http://www.xxsy.net/info/442330.html,已完成,393555,青春,0,5321721
校园王道之不良女生,颜若昕,http://www.xxsy.net/info/321700.html,已完成,185655,青春,0,5122015
"双强,鹰王宠妻",伊绮,http://www.xxsy.net/info/444186.html,已完成,611235,都市,0,55904739
闪婚，谈少的甜妻,律儿,http://www.xxsy.net/info/443715.html,已完成,7780912,都市,214,55242959
首席少东不好惹,杜雨,http://www.xxsy.net/info/205930.html,已完成,294729,都市,0,50226030
王牌狙击之溺爱狂妻,水果店的瓶子,http://www.xxsy.net/info/708156.html,已完成,2412054,都市,566,48744820
鬼手天医,火龙汐,http://www.xxsy.net/info/476770.html,已完成,3440395,玄幻,388,29754218
极品契约师,血染丹枫,http://www.xxsy.net/info/403690.html,已完成,539643,魔幻,0,6920840
